idx,text,text_pp,label_true,label_vm_orig,label_vm_pphrase,vm_orig_truelabel,vm_pp_truelabel,vm_truelabel_change,vm_orig_class0,vm_orig_class1,vm_pp_class0,vm_pp_class1
15,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .,"The film gives a great insight into the neurotic mindset of all comics, even those who have reached the absolute top of the game.",1,1,1,0.95356756,0.95758224,-0.004014671,0.046432503,0.95356756,0.042417813,0.95758224
16,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .,"The film sheds light on the neurotic mindset of all comics, even those who have reached the absolute top of the game.",1,1,1,0.95356756,0.92710745,0.026460111,0.046432503,0.95356756,0.07289254,0.92710745
17,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .,"The film provides insight into the neurotic mindset of all comics, even those who have reached the absolute top of the game.",1,1,1,0.95356756,0.9448617,0.008705854,0.046432503,0.95356756,0.055138316,0.9448617
18,offers that rare combination of entertainment and education .,There is a rare combination of entertainment and education.,1,1,1,0.9556735,0.9344753,0.021198213,0.04432648,0.9556735,0.065524735,0.9344753
19,offers that rare combination of entertainment and education .,The combination of entertainment and education is rare.,1,1,0,0.9556735,0.4779239,0.47774962,0.04432648,0.9556735,0.5220761,0.4779239
20,offers that rare combination of entertainment and education .,It offers a rare combination of entertainment and education.,1,1,1,0.9556735,0.94947445,0.006199062,0.04432648,0.9556735,0.050525524,0.94947445
21,perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .,The road to hell has been shown to be paved with good intentions.,1,1,1,0.65816957,0.860713,-0.20254344,0.3418305,0.65816957,0.13928701,0.860713
22,perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .,It has been shown that the road to hell is paved with good intentions.,1,1,1,0.65816957,0.8378202,-0.1796506,0.3418305,0.65816957,0.16217986,0.8378202
23,perhaps no picture ever made has more literally showed that the road to hell is paved with good intentions .,The road to hell is paved with good intentions.,1,1,1,0.65816957,0.8845946,-0.22642505,0.3418305,0.65816957,0.11540538,0.8845946
24,steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .,He manages to pull it off despite the fact that it's so clever you want to hate it.,1,1,1,0.62011874,0.70192784,-0.0818091,0.3798813,0.62011874,0.2980721,0.70192784
25,steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .,"It's so clever you want to hate it, but he manages to pull it off.",1,1,0,0.62011874,0.47752744,0.1425913,0.3798813,0.62011874,0.52247256,0.47752744
26,steers turns in a snappy screenplay that curls at the edges ; it's so clever you want to hate it . but he somehow pulls it off .,He pulls it off despite the fact that it's so clever you want to hate it.,1,1,1,0.62011874,0.5728844,0.047234356,0.3798813,0.62011874,0.42711562,0.5728844
27,take care of my cat offers a refreshingly different slice of asian cinema .,Take care of my cat gives a refreshingly different slice of asian cinema.,1,1,1,0.95383525,0.9538001,3.516674e-05,0.04616481,0.95383525,0.046199895,0.9538001
28,take care of my cat offers a refreshingly different slice of asian cinema .,Take care of my cat gives a different slice of asian cinema.,1,1,1,0.95383525,0.9304592,0.023376048,0.04616481,0.95383525,0.0695408,0.9304592
29,take care of my cat offers a refreshingly different slice of asian cinema .,Take care of my cat gives me a different slice of asian cinema.,1,1,1,0.95383525,0.91110903,0.04272622,0.04616481,0.95383525,0.088891014,0.91110903
30,"this is a film well worth seeing , talking and singing heads and all .",This is a film that is well worth seeing.,1,1,1,0.9507633,0.9474312,0.0033320785,0.049236782,0.9507633,0.052568786,0.9474312
31,"this is a film well worth seeing , talking and singing heads and all .",This is a film that is worth seeing and talking about.,1,1,1,0.9507633,0.9390829,0.011680365,0.049236782,0.9507633,0.06091702,0.9390829
32,"this is a film well worth seeing , talking and singing heads and all .",This is a film that is well worth seeing and talking about.,1,1,1,0.9507633,0.94618165,0.00458163,0.049236782,0.9507633,0.053818416,0.94618165
33,what really surprises about wisegirls is its low-key quality and genuine tenderness .,The low-key quality of wisegirls is really surprising.,1,1,1,0.9175121,0.88143444,0.03607768,0.082487896,0.9175121,0.118565515,0.88143444
34,what really surprises about wisegirls is its low-key quality and genuine tenderness .,There is a low-key quality to wisegirls.,1,1,0,0.9175121,0.3305692,0.5869429,0.082487896,0.9175121,0.6694308,0.3305692
35,what really surprises about wisegirls is its low-key quality and genuine tenderness .,The low-key quality of wisegirls is surprising.,1,1,1,0.9175121,0.8644624,0.053049743,0.082487896,0.9175121,0.1355376,0.8644624
36,"( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind .","To be fed through the eye, the heart, the mind is what we go to the cinema for.",1,1,1,0.8399186,0.90633607,-0.066417456,0.16008143,0.8399186,0.09366395,0.90633607
37,"( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind .","To be fed through the eye, the heart, and the mind is what we go to the cinema for.",1,1,1,0.8399186,0.9250178,-0.08509916,0.16008143,0.8399186,0.07498219,0.9250178
38,"( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind .","To be fed through the eye, the heart, and the mind is why we go to the cinema.",1,1,1,0.8399186,0.88123554,-0.041316926,0.16008143,0.8399186,0.11876451,0.88123554
39,"one of the greatest family-oriented , fantasy-adventure movies ever .",It's one of the best family-oriented movies of all time.,1,1,1,0.9381573,0.93356633,0.004590988,0.06184267,0.9381573,0.06643361,0.93356633
40,"one of the greatest family-oriented , fantasy-adventure movies ever .",It is one of the greatest family-oriented movies of all time.,1,1,1,0.9381573,0.9208459,0.017311394,0.06184267,0.9381573,0.07915403,0.9208459
41,"one of the greatest family-oriented , fantasy-adventure movies ever .",One of the best family-oriented movies of all time.,1,1,1,0.9381573,0.9367419,0.0014154315,0.06184267,0.9381573,0.06325815,0.9367419
42,"ultimately , it ponders the reasons we need stories so much .",It ponders the reasons we need stories.,1,0,0,0.33669248,0.46791345,-0.13122097,0.6633075,0.33669248,0.53208655,0.46791345
43,"ultimately , it ponders the reasons we need stories so much .",It ponders the reasons we need stories so much.,1,0,0,0.33669248,0.38358766,-0.046895176,0.6633075,0.33669248,0.61641234,0.38358766
44,"ultimately , it ponders the reasons we need stories so much .",It ponders why we need stories in the first place.,1,0,1,0.33669248,0.5028643,-0.16617182,0.6633075,0.33669248,0.4971357,0.5028643
45,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .,The reputation of the most famous author who ever lived comes into question as a result of an utterly compelling 'who wrote it'.,1,1,1,0.9512352,0.85231,0.09892517,0.048764788,0.9512352,0.14768997,0.85231
46,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .,The reputation of the most famous author who ever lived comes into question because of an utterly compelling 'who wrote it'.,1,1,1,0.9512352,0.8709452,0.08028996,0.048764788,0.9512352,0.12905475,0.8709452
47,an utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question .,An utterly compelling 'who wrote it' in which the reputation of the most famous author who ever lived comes into question.,1,1,1,0.9512352,0.95123523,-5.9604645e-08,0.048764788,0.9512352,0.04876476,0.95123523
48,illuminating if overly talky documentary .,"If it's overly talky, it's illuminating.",1,1,1,0.89476603,0.9347771,-0.04001105,0.105233975,0.89476603,0.06522289,0.9347771
49,illuminating if overly talky documentary .,The documentary is illuminating.,1,1,1,0.89476603,0.95731133,-0.0625453,0.105233975,0.89476603,0.04268871,0.95731133
50,illuminating if overly talky documentary .,The documentary is illuminating if it is overly talky.,1,1,0,0.89476603,0.28391123,0.6108548,0.105233975,0.89476603,0.7160888,0.28391123
51,a masterpiece four years in the making .,A masterpiece four years in the making.,1,1,1,0.94908327,0.94908327,0.0,0.05091671,0.94908327,0.05091671,0.94908327
52,a masterpiece four years in the making .,A masterpiece has been made for four years.,1,1,1,0.94908327,0.9240055,0.02507776,0.05091671,0.94908327,0.07599446,0.9240055
53,a masterpiece four years in the making .,"Four years in the making, a masterpiece.",1,1,1,0.94908327,0.94320405,0.0058792233,0.05091671,0.94908327,0.056795888,0.94320405
54,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",Those willing to probe its inscrutable mysteries will be attracted to the movie's ripe beauty.,1,1,1,0.93927735,0.93220043,0.007076919,0.060722616,0.93927735,0.06779952,0.93220043
55,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",Those willing to investigate its inscrutable mysteries will be attracted to the movie's ripe beauty.,1,1,1,0.93927735,0.9320665,0.0072108507,0.060722616,0.93927735,0.06793354,0.9320665
56,"the movie's ripe , enrapturing beauty will tempt those willing to probe its inscrutable mysteries .",Those willing to probe its inscrutable mysteries will be attracted by the movie's ripe beauty.,1,1,1,0.93927735,0.93238807,0.0068892837,0.060722616,0.93927735,0.067611955,0.93238807
57,offers a breath of the fresh air of true sophistication .,It has a fresh air of true sophistication.,1,1,1,0.9498772,0.9518357,-0.0019584894,0.05012272,0.9498772,0.048164282,0.9518357
58,offers a breath of the fresh air of true sophistication .,The fresh air of true sophistication is what it offers.,1,1,1,0.9498772,0.95081747,-0.0009402633,0.05012272,0.9498772,0.049182538,0.95081747
59,offers a breath of the fresh air of true sophistication .,The fresh air of true sophistication is offered.,1,1,1,0.9498772,0.94269437,0.0071828365,0.05012272,0.9498772,0.057305664,0.94269437
60,"a thoughtful , provocative , insistently humanizing film .",A film that is provocative and humanizing.,1,1,1,0.95994675,0.9529176,0.0070291758,0.040053222,0.95994675,0.047082435,0.9529176
61,"a thoughtful , provocative , insistently humanizing film .","A film that is provocative, humanizing and thoughtful.",1,1,1,0.95994675,0.9581608,0.001785934,0.040053222,0.95994675,0.041839186,0.9581608
62,"a thoughtful , provocative , insistently humanizing film .","A film that is thoughtful, provocative, and humanizing.",1,1,1,0.95994675,0.957278,0.0026687384,0.040053222,0.95994675,0.042722043,0.957278
63,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .","With a cast that includes some of the top actors working in independent film it is lovely and amazing, it is so bleakly amusing about how we go about our lives.",1,1,1,0.95278436,0.9488552,0.003929138,0.047215614,0.95278436,0.05114475,0.9488552
64,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .","With a cast that includes some of the top actors working in independent film, it is lovely and amazing, it is so bleakly amusing about how we go about our lives.",1,1,1,0.95278436,0.95300084,-0.00021648407,0.047215614,0.95278436,0.04699918,0.95300084
65,"with a cast that includes some of the top actors working in independent film , lovely & amazing involves us because it is so incisive , so bleakly amusing about how we go about our lives .","With a cast that includes some of the top actors working in independent film it's lovely and amazing, it's so bleakly amusing about how we go about our lives.",1,1,1,0.95278436,0.9501815,0.0026028752,0.047215614,0.95278436,0.04981846,0.9501815
66,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .,A disturbing and frighteningly evocative assembly of imagery and music was composed by philip glass.,1,1,1,0.95572734,0.9483994,0.0073279142,0.044272717,0.95572734,0.051600594,0.9483994
67,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .,There is a disturbing and frighteningly evocative assembly of imagery and music.,1,1,1,0.95572734,0.9554933,0.00023406744,0.044272717,0.95572734,0.04450677,0.9554933
68,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .,A disturbing and frighteningly evocative assembly of imagery and music is composed by philip glass.,1,1,1,0.95572734,0.95123464,0.0044927,0.044272717,0.95572734,0.048765335,0.95123464
69,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .","For those with whom it will connect, it's a nice departure from standard moviegoing fare.",1,1,1,0.930371,0.9317827,-0.001411736,0.069629066,0.930371,0.06821731,0.9317827
70,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .","Not for everyone, but for those with whom it will connect, it's a nice departure from standard moviegoing fare.",1,1,1,0.930371,0.93037087,1.1920929e-07,0.069629066,0.930371,0.069629125,0.93037087
71,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare .",It's a nice departure from standard moviegoing fare for those with whom it will connect.,1,1,1,0.930371,0.94035745,-0.00998646,0.069629066,0.930371,0.059642524,0.94035745
72,scores a few points for doing what it does with a dedicated and good-hearted professionalism .,A few points are scored for doing what it does with a dedicated and good-hearted professionalism.,1,1,1,0.9049424,0.89093035,0.014012039,0.095057614,0.9049424,0.10906967,0.89093035
73,scores a few points for doing what it does with a dedicated and good-hearted professionalism .,A few points are scored for doing what it does with dedication and good-hearted professionalism.,1,1,1,0.9049424,0.8960819,0.008860469,0.095057614,0.9049424,0.103918076,0.8960819
74,scores a few points for doing what it does with a dedicated and good-hearted professionalism .,A few points were scored for doing what it does with a dedicated and good-hearted professionalism.,1,1,1,0.9049424,0.857697,0.047245383,0.095057614,0.9049424,0.142303,0.857697
75,"occasionally melodramatic , it's also extremely effective .",It's also very effective when it's melodramatic.,1,1,1,0.9335761,0.93120867,0.002367437,0.066423886,0.9335761,0.068791285,0.93120867
76,"occasionally melodramatic , it's also extremely effective .",It's also effective when it's melodramatic.,1,1,1,0.9335761,0.9099645,0.023611605,0.066423886,0.9335761,0.09003547,0.9099645
77,"occasionally melodramatic , it's also extremely effective .",It's also very effective.,1,1,1,0.9335761,0.93951476,-0.005938649,0.066423886,0.9335761,0.06048526,0.93951476
78,spiderman rocks,A spiderman is outside.,1,1,0,0.509816,0.19536671,0.31444928,0.49018398,0.509816,0.8046333,0.19536671
79,spiderman rocks,A man rocks.,1,1,0,0.509816,0.31665903,0.19315696,0.49018398,0.509816,0.68334097,0.31665903
80,spiderman rocks,A spiderman rocks.,1,1,0,0.509816,0.37347835,0.13633764,0.49018398,0.509816,0.6265217,0.37347835
81,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,A love story that brings out a 15-year-old romantic in everyone.,1,1,1,0.95379883,0.9541186,-0.00031977892,0.046201162,0.95379883,0.045881342,0.9541186
82,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,An idealistic love story brings out a 15-year-old romantic in everyone.,1,1,1,0.95379883,0.94791245,0.005886376,0.046201162,0.95379883,0.05208755,0.94791245
83,an idealistic love story that brings out the latent 15-year-old romantic in everyone .,An idealistic love story that brings out a 15-year-old romantic in everyone.,1,1,1,0.95379883,0.9527294,0.0010694265,0.046201162,0.95379883,0.04727058,0.9527294
84,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .","treasure planet has a brisk pace as it races through a familiar story, but it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier Disney efforts.",1,0,0,0.2087917,0.25912014,-0.050328434,0.7912083,0.2087917,0.7408799,0.25912014
85,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .","treasure planet has a brisk pace as it races through a familiar story, but it lacks the grandeur and epic quality associated with stevenson's tale and earlier Disney efforts.",1,0,0,0.2087917,0.14819503,0.060596675,0.7912083,0.2087917,0.851805,0.14819503
86,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts .","treasure planet has a brisk pace as it races through a familiar story, but it lacks the grandeur and epic quality associated with stevenson's tale as well as with earlier Disney efforts.",1,0,0,0.2087917,0.16350135,0.04529035,0.7912083,0.2087917,0.8364987,0.16350135
87,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,He tones down his gangsta act to play someone who resembles a real kid.,1,1,0,0.85884774,0.17751466,0.68133307,0.14115228,0.85884774,0.8224854,0.17751466
88,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,His gangsta act is toned down to play someone who resembles a real kid.,1,1,0,0.85884774,0.2454745,0.6133732,0.14115228,0.85884774,0.75452554,0.2454745
89,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .,He tones down his gangsta act to play someone who resembles a real child.,1,1,0,0.85884774,0.17757022,0.6812775,0.14115228,0.85884774,0.8224298,0.17757022
90,"guaranteed to move anyone who ever shook , rattled , or rolled .","It's guaranteed to move anyone who has ever shook, rattled, or rolled.",1,1,1,0.82357514,0.87828994,-0.0547148,0.1764248,0.82357514,0.12171007,0.87828994
91,"guaranteed to move anyone who ever shook , rattled , or rolled .","It is guaranteed to move anyone who has ever shook, rattled, or rolled.",1,1,1,0.82357514,0.85675925,-0.03318411,0.1764248,0.82357514,0.1432407,0.85675925
92,"guaranteed to move anyone who ever shook , rattled , or rolled .","It's guaranteed to move anyone who's ever shook, rattled, or rolled.",1,1,1,0.82357514,0.84962314,-0.026048005,0.1764248,0.82357514,0.15037684,0.84962314
93,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",The film is unique in its deceptive grimness and compelling in its fatalist view.,1,1,1,0.96017045,0.9526126,0.007557869,0.03982951,0.96017045,0.04738746,0.9526126
94,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .","A masterful film from a master filmmaker, unique in its deceptive grimness, compelling in its fatalist worldview.",1,1,1,0.96017045,0.96017045,0.0,0.03982951,0.96017045,0.03982951,0.96017045
95,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview .",The film is unique in its deceptive grimness and compelling in its fatalist viewpoint.,1,1,1,0.96017045,0.9529476,0.0072228312,0.03982951,0.96017045,0.047052458,0.9529476
96,"light , cute and forgettable .",It was light and cute.,1,1,1,0.7288312,0.90467167,-0.1758405,0.27116877,0.7288312,0.09532827,0.90467167
97,"light , cute and forgettable .",Light and cute.,1,1,1,0.7288312,0.9214909,-0.19265974,0.27116877,0.7288312,0.078509085,0.9214909
98,"light , cute and forgettable .",Cute and light.,1,1,1,0.7288312,0.92203796,-0.19320679,0.27116877,0.7288312,0.07796205,0.92203796
99,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .","If there's a way to teach kids about the dangers of drugs, I think it's in projects like the r-rated ones.",1,0,0,0.18001884,0.24052656,-0.060507715,0.81998116,0.18001884,0.75947344,0.24052656
100,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .","If there's a way to teach kids about the dangers of drugs, I think it's in projects like the r-rated one.",1,0,0,0.18001884,0.25128996,-0.07127112,0.81998116,0.18001884,0.74871004,0.25128996
101,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid .","If there's a way to effectively teach kids about the dangers of drugs, I think it's in projects like the r-rated ones.",1,0,0,0.18001884,0.25678524,-0.0767664,0.81998116,0.18001884,0.7432148,0.25678524
102,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .","It would be easy to ruin the new title of two weddings and a funeral, but it's a far more thoughtful film.",1,1,1,0.941708,0.9191332,0.022574842,0.058292016,0.941708,0.08086679,0.9191332
103,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .","It would be easy to ruin the new title of two weddings and a funeral, but it's a much more thoughtful film.",1,1,1,0.941708,0.9128536,0.02885443,0.058292016,0.941708,0.08714644,0.9128536
104,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy .","It's easy to make fun of the new title of two weddings and a funeral, but it's a much more thoughtful film.",1,1,1,0.941708,0.9260147,0.015693307,0.058292016,0.941708,0.07398529,0.9260147
105,"though everything might be literate and smart , it never took off and always seemed static .",It never took off and always seemed static.,1,0,0,0.15259296,0.12877502,0.023817942,0.84740704,0.15259296,0.871225,0.12877502
106,"though everything might be literate and smart , it never took off and always seemed static .","Everything might be literate and smart, but it never took off.",1,0,0,0.15259296,0.20974143,-0.05714847,0.84740704,0.15259296,0.7902585,0.20974143
107,"though everything might be literate and smart , it never took off and always seemed static .","Everything might be literate and smart, but it never took off and always seemed static.",1,0,0,0.15259296,0.16041045,-0.007817492,0.84740704,0.15259296,0.83958954,0.16041045
108,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days","The hotel lobbies, two-lane highways, and roadside cafes are captured perfectly by cantet.",1,1,1,0.92868674,0.8962473,0.03243941,0.071313284,0.92868674,0.103752635,0.8962473
109,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days","The hotel lobbies, two-lane highways and roadside cafes are captured perfectly by cantet.",1,1,1,0.92868674,0.9045916,0.024095118,0.071313284,0.92868674,0.095408425,0.9045916
110,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days","Cantet captures the hotel lobbies, two-lane highways, and roadside cafes that are part of vincent's days.",1,1,1,0.92868674,0.90523535,0.023451388,0.071313284,0.92868674,0.09476458,0.90523535
111,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",fulford-woerzbicki is almost spooky in her turn.,1,0,0,0.2851566,0.11392853,0.17122808,0.71484333,0.2851566,0.8860715,0.11392853
112,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",fulford-wierzbicki is very calculating in her turn.,1,0,1,0.2851566,0.7534643,-0.46830767,0.71484333,0.2851566,0.24653573,0.7534643
113,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn .",fulford-wierzbicki is almost spooky in her turn.,1,0,0,0.2851566,0.119687244,0.16546936,0.71484333,0.2851566,0.8803128,0.119687244
114,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .","Though it is not his best work, laissez-passer is a fascinating film filled with rewards to be had by all willing to make the effort to reap them.",1,1,1,0.95892745,0.95908344,-0.00015598536,0.041072603,0.95892745,0.040916555,0.95908344
115,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .","Though it is not his best work, laissez-passer is a fascinating film with rewards to be had by all willing to make the effort to reap them.",1,1,1,0.95892745,0.9592559,-0.0003284216,0.041072603,0.95892745,0.040744096,0.9592559
116,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them .","Though it is not his best work, laissez-passer is a fascinating film filled with rewards to be had by all willing to make the effort to reap them, and it is by no means his best work.",1,1,1,0.95892745,0.93378097,0.025146484,0.041072603,0.95892745,0.06621904,0.93378097
117,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",Some of the stunts are so crazy that they look like cartoons.,1,0,0,0.100995935,0.09461574,0.006380193,0.8990041,0.100995935,0.90538424,0.09461574
118,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",Some of the stunts are so out of the ordinary that they look like cartoons.,1,0,0,0.100995935,0.081483044,0.019512892,0.8990041,0.100995935,0.918517,0.081483044
119,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series .",The stunts are so out of the ordinary that they look like cartoons.,1,0,0,0.100995935,0.08001797,0.020977966,0.8990041,0.100995935,0.9199821,0.08001797
120,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .","Newton draws our attention and circles around her co-star, markwahlberg.",1,1,1,0.81723183,0.90072936,-0.083497524,0.18276812,0.81723183,0.09927067,0.90072936
121,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",Newton draws our attention and circles around her co-star.,1,1,1,0.81723183,0.8698288,-0.052596986,0.18276812,0.81723183,0.13017125,0.8698288
