datetime_run,run_name,dataset_name,split,epoch,seed,decode_method_train,decode_method_eval,reward_fn,reward_clip_max,reward_clip_min,reward_base,reward_vm_multiplier,sts_threshold,contradiction_threshold,pp_letter_diff_threshold,pp_name,sts_name,nli_name,vm_name,orig_max_length,use_small_ds,batch_size_train,batch_size_eval,lr,acc_steps,label_flip-mean,label_flip-std,is_valid_pp-mean,is_valid_pp-std,is_adv_example-mean,is_adv_example-std,reward_pp-mean,reward_pp-std,vm_scores-mean,vm_scores-std,sts_scores-mean,sts_scores-std,pp_letter_diff-mean,pp_letter_diff-std,contradiction_scores-mean,contradiction_scores-std,acceptability_scores-mean,acceptability_scores-std,lcp_conditions-mean,lcp_conditions-std,n_pp,any_adv_example_proportion,gen_params_train.do_sample,gen_params_train.temperature,gen_params_train.top_p,gen_params_eval.num_return_sequences,gen_params_eval.do_sample,gen_params_eval.num_beams,gen_params_eval.top_p,gen_params_eval.temperature,gen_params_eval.diversity_penalty,gen_params_eval.num_beam_groups
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,train,1,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12331720610955033,0.21989043998239,0.3703970320030406,0.38569171927852536,0.026484174960277343,0.06749235833567067,0.7670094420563411,1.3404270994648022,0.10778390614687383,0.13970854590146908,0.8029030959075399,0.11420990940347092,16.466386571470018,10.161791100661148,0.07691917115695669,0.14449836489281193,0.6206018865446552,0.13899538773201076,0.9917832046257855,0.02898713956031899,38.15948855989233,0.2543741588156124,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,valid,1,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.11321013577100691,0.21342145285725175,0.3940803384814761,0.3877260448771497,0.025624153738139296,0.07567862484004564,0.6139214800566455,1.1793082560461605,0.07149885461858525,0.13673084841639846,0.8061178771025761,0.11013122593136111,12.216312555248061,9.816454481694718,0.08337500309898602,0.14747720986426024,0.6591789626069718,0.1472750683576521,0.9932504120016199,0.024726238802987983,42.59128065395095,0.3106267029972752,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,valid,1,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12398978090601033,0.2167983152710538,0.3521514649252846,0.37845256000507754,0.025373035204667396,0.07180322733970032,0.7168600869627505,1.2863699527552332,0.09673931816229442,0.13161701619341296,0.8039097227181314,0.11192996774672434,15.85122160129672,10.007266780601334,0.08382337031753519,0.1474498636976085,0.6153582783288616,0.1380220051322829,0.9936419258399158,0.02459081067254446,37.3732970027248,0.28610354223433243,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150321,revived-sweep-1,rotten_tomatoes,train,1,1000,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.1185456729968144,0.21007597820344803,0.3530893814589254,0.3805501809688966,0.024497657948263245,0.06763401884961606,0.5572227600683325,1.1726910970689128,0.08636756401761314,0.1417975407780837,0.7831147266431454,0.11335309753963778,13.360608025133635,10.360758721239252,0.08673619306788515,0.15367446655034192,0.6560600293187692,0.15402660889946568,0.9965197464311187,0.01295184318486294,43.22375504710632,0.2728802153432032,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150321,revived-sweep-1,rotten_tomatoes,valid,1,1000,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12146644238419248,0.2233476404590868,0.3499854949895719,0.3752911603566771,0.026062223387870363,0.07122341164554541,0.5729639890554029,1.1755704422535067,0.07801248440904666,0.1424265978583471,0.7790978771016164,0.11654748538200599,12.78272722581897,10.152996027095242,0.09461841518447603,0.1634380811851662,0.6526143005372534,0.15336332824467444,0.9956804044692419,0.014986381545847645,42.961852861035425,0.28610354223433243,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,train,2,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.1158787205287832,0.19145882939795697,0.4376664195812686,0.36956314770782206,0.03372512426230334,0.07256513547239776,0.9484336741667464,1.412807617092219,0.10346378558440768,0.1232624620125285,0.8381432232912993,0.0867061748641901,14.188045579149527,8.559378909441826,0.06605946937096382,0.119694213206489,0.6029447040753364,0.13020286493785851,0.9963917208456798,0.01301757699112228,38.28869448183042,0.25639300134589504,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,train,2,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12765419083556298,0.20504013384251013,0.41505695169268614,0.3797927735414047,0.03373345797898848,0.07550976508306535,0.9868125024136422,1.4920150209067962,0.11589514669949341,0.12901307223675668,0.8211740942079475,0.09371942745481658,15.044993209832624,8.487490296871988,0.07582584160988023,0.13730702250717233,0.6246448262295666,0.12885787889032682,0.9934904654942882,0.020186467123587636,35.408479138627186,0.2668236877523553,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,valid,2,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.11245426616434502,0.19624617016532553,0.4185981811922551,0.36222874318568266,0.02701026120996146,0.06757589765833544,0.8521945840693704,1.3099657080073424,0.08835414368326111,0.12026427584272835,0.8351706660712979,0.09076185446159653,13.945071434873872,8.483600356065178,0.07523739825471464,0.1270358067796517,0.5988109471573205,0.13283732147823948,0.9962118260016104,0.013707585394139176,37.75476839237057,0.2615803814713896,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,valid,2,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12985282772346152,0.20684540551160438,0.3950949877427422,0.36365934089111224,0.03308715014027197,0.07752231818954101,0.930265892108863,1.3802489925813655,0.10682814156899051,0.12264143201707603,0.8211132105856821,0.09218155863156335,14.497317230602068,8.404164810948917,0.07946657296504546,0.1352093168749886,0.6186746316567492,0.1295023207699136,0.9946215413974651,0.01762965355294551,34.67574931880109,0.28610354223433243,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150321,revived-sweep-1,rotten_tomatoes,train,2,1000,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.15443379350025013,0.23282008736564797,0.33477130083317785,0.35578346783170467,0.031116371994526354,0.07438914389588216,0.8961382697454725,1.4481905500980488,0.13965046377335172,0.14112988847917252,0.7828836748224299,0.09400795658148774,16.750916987966654,8.99257295570218,0.08577824252985812,0.1398533949339938,0.6252305144081695,0.14368469350808075,0.9975698689672741,0.007131133081268443,39.26345895020189,0.27759084791386274,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150321,revived-sweep-1,rotten_tomatoes,valid,2,1000,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.1620952986618815,0.24414562100573461,0.33288948453031864,0.3484398865359818,0.0325865715050289,0.07715690065325159,0.8768543540169402,1.4275155716540682,0.1299683631713991,0.142903049653989,0.7803914593724368,0.09577566474212512,16.065773022220785,8.630693971285517,0.09514724534825121,0.14408452257093993,0.6232041356346519,0.14201650173862315,0.997832782063453,0.007115526227941338,39.26975476839237,0.27520435967302453,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,train,3,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.1562058887893845,0.22258001313363523,0.4058330629215205,0.378521777009999,0.041667835480175996,0.08587465496876788,1.1268710289903638,1.6146568504340804,0.139431485302263,0.1333571813927257,0.8126598602128953,0.09475711270926679,14.185019187019869,8.420624038356273,0.07434424666103803,0.1323735086782177,0.6240164218113582,0.12785999909659293,0.9926086445425653,0.023024732126962693,35.13728129205922,0.2934051144010767,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,train,3,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12498077084681454,0.19353282423887377,0.45013426294568354,0.3739853771896353,0.04064601407208581,0.08446013556968741,1.1488200154862107,1.5952990873705732,0.11484583862190176,0.12245764373923286,0.8345415199040314,0.07849625209658492,14.0306488863762,7.638282245904634,0.06447354686984115,0.11448795099333538,0.6263547945107585,0.12858668987660132,0.9963248818732897,0.0132130270557987,37.71197846567968,0.2863391655450875,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,valid,3,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.15915225696312166,0.22436574663582362,0.3930823024339588,0.368601049220814,0.03699170109704255,0.0782915662614692,1.0507405752032368,1.4946574962008314,0.12926135762699392,0.1292742677668046,0.8122822710377088,0.09372803265457963,13.391502015736313,8.237773196832908,0.08178717314764335,0.13396442643602607,0.6226331266817834,0.1275994471485714,0.9935740204556495,0.0206008985503519,34.869209809264305,0.25885558583106266,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,valid,3,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12007271580670725,0.19431672067819905,0.433737867486504,0.3554954983224024,0.032227087186952885,0.0767927409984737,1.0551269163436734,1.462394984384876,0.10085557323200114,0.11865316282511859,0.8329661679140976,0.08161842882813433,13.156376203628673,7.628905824617004,0.07303275378213855,0.12466597624491776,0.623521885076749,0.129334180320124,0.9975240013879428,0.009918396920401345,37.49318801089918,0.28337874659400547,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150321,revived-sweep-1,rotten_tomatoes,train,3,1000,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.12151241729412852,0.18098371867329563,0.5155587774392265,0.3445824681042336,0.046161813065724366,0.08815276797891221,1.3504688781887948,1.6179007036182738,0.11372986561773332,0.11386160715327057,0.8401627323144711,0.07328649585582044,7.703443469104324,7.003364958599102,0.06566472014141596,0.1138539967803997,0.6420713525057964,0.11684745825774989,0.9966865494341084,0.006566106799164978,35.971399730821,0.2940780619111709,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,train,4,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.1821692339922696,0.23297247045048453,0.3255891178432683,0.35129615734188224,0.039452990723764195,0.08007409282337728,1.0258127990698547,1.533807412227162,0.1630318265943109,0.136316655266903,0.7971782019044674,0.09425670557595671,19.335019204900757,8.236819353382456,0.07153664791252581,0.1177645334103866,0.5986002290929405,0.13169176161412197,0.99268868275443,0.023116917869908292,32.51514131897712,0.27052489905787347,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,train,4,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.16437250019870706,0.22613480979653494,0.37107508014016183,0.3648602894411276,0.04507244646644162,0.09055533233971798,1.1718608991077355,1.6661310225904598,0.15091058360697615,0.13481298025365085,0.8112457501401166,0.07855022452179473,16.519064526972702,7.705367217129922,0.07197329892712981,0.12035249031219729,0.6082307982356191,0.13991700445784558,0.9956373967618619,0.01493919021925829,39.11238223418573,0.313257065948856,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,valid,4,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.17987876399715572,0.22952190910454878,0.321618844880563,0.33855211883433906,0.03591730371647142,0.07969855223390408,0.9722324871701721,1.4493815253951,0.148493641692091,0.13095485648535884,0.8030927835275747,0.0898544484699528,18.38340003163438,8.106445433264208,0.07545396781957239,0.11876526732657035,0.5919268868883009,0.13245969529757437,0.9933906069613299,0.02196970773657245,32.11444141689373,0.26975476839237056,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150321,revived-sweep-1,rotten_tomatoes,valid,3,1000,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.1293936676633853,0.19232340144487486,0.5028008722398791,0.3342013996789459,0.04482328467064864,0.08971778814730713,1.238279813728922,1.5063490116485243,0.10355081702187115,0.11547790187918874,0.8370734664352031,0.07528295644715705,7.041124285088903,7.02783408033053,0.07568895276328946,0.11969097061021566,0.6420857866856,0.11601158190140774,0.9974435662452125,0.0049836002181059364,35.7275204359673,0.31607629427792916,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150409,morning-sweep-2,rotten_tomatoes,valid,4,1001,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.15491570015691142,0.2262824055385463,0.35911829527827543,0.36125702488043493,0.03112872618164751,0.07776868870066118,0.989635060865832,1.5041166132670836,0.13050071599805507,0.13324834013342648,0.8121009974864289,0.08215277558123635,15.119872328031258,7.79395065432666,0.07719120763365894,0.1243829272164581,0.6057732098622554,0.139449497794173,0.9966874170106886,0.014398201365769865,39.059945504087196,0.28610354223433243,True,0.85,0.95,48,True,1,0.95,1,,
2022-06-22_150458,efficient-sweep-3,rotten_tomatoes,train,5,1002,sample,sample,reward_fn_contradiction_and_letter_diff,10.0,0,0,35.0,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,32,8,0.0001,2,0.18773843051998917,0.21563848982009748,0.32163517494537086,0.31914084692757505,0.042337841014915056,0.07566573066241995,1.0623130024728349,1.4499572487569468,0.17019152403125928,0.1266731115014272,0.8119385685906793,0.07708385528952748,20.46135487737654,7.266129401365973,0.07015706631358294,0.10772306523953341,0.5678652169421712,0.12750934700319386,0.9956762253333258,0.01123783806465008,29.434724091520863,0.24932705248990578,True,0.85,0.95,48,True,1,0.95,1,,
