datetime_run,run_name,dataset_name,split,epoch,seed,decode_method_train,decode_method_eval,reward_fn,reward_clip_max,reward_clip_min,reward_base,reward_vm_multiplier,sts_threshold,contradiction_threshold,pp_letter_diff_threshold,pp_name,sts_name,nli_name,vm_name,orig_max_length,use_small_ds,batch_size_train,batch_size_eval,lr,acc_steps,label_flip-mean,label_flip-std,is_valid_pp-mean,is_valid_pp-std,is_adv_example-mean,is_adv_example-std,reward_pp-mean,reward_pp-std,vm_scores-mean,vm_scores-std,sts_scores-mean,sts_scores-std,pp_letter_diff-mean,pp_letter_diff-std,contradiction_scores-mean,contradiction_scores-std,acceptability_scores-mean,acceptability_scores-std,any_adv_example_proportion,gen_params_train.min_length,gen_params_train.max_length,gen_params_train.do_sample,gen_params_train.temperature,gen_params_train.top_p,gen_params_train.length_penalty,gen_params_train.repetition_penalty,gen_params_eval.num_return_sequences,gen_params_eval.max_length,gen_params_eval.do_sample,gen_params_eval.num_beams,gen_params_eval.top_p,gen_params_eval.temperature,gen_params_eval.length_penalty,gen_params_eval.diversity_penalty,gen_params_eval.num_beam_groups
2022-05-25_144344,dummy-QggagREULFR7Gym83EAJHs,simple,valid,4,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,4e-05,2,0.09375,0.29614458108029906,0.8125,0.396557769456266,0.0,0.0,0.01878686249256134,0.0686573630736397,-0.008647192269563675,0.09917688394366052,0.8486876282840967,0.12354264889937064,-1.53125,3.6631061647450993,0.03104579010323505,0.13325822681084504,0.7886821097927168,0.22269935940699878,0.0,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_144344,dummy-QggagREULFR7Gym83EAJHs,simple,train,5,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,4e-05,2,0.0,0.0,0.8125,0.396557769456266,0.0,0.0,0.23151607811450958,0.5409073951959951,-0.023288778960704803,0.08744139858443328,0.8523348122835159,0.13384692354733133,-2.6875,3.9630348423008246,0.02043882202997338,0.06163019695477179,0.7984700780361891,0.14767066756296673,0.0,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_144344,dummy-QggagREULFR7Gym83EAJHs,simple,valid,5,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,4e-05,2,0.09375,0.29614458108029906,0.8125,0.396557769456266,0.0,0.0,0.01878686249256134,0.0686573630736397,-0.008647192269563675,0.09917688394366052,0.8486876282840967,0.12354264889937064,-1.53125,3.6631061647450993,0.03104579010323505,0.13325822681084504,0.7886821097927168,0.22269935940699878,0.0,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_144344,dummy-QggagREULFR7Gym83EAJHs,simple,test,5,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,False,4,4,4e-05,2,0.0,0.0,0.9375,0.24593468841898236,0.0,0.0,0.005171589553356171,0.029254928341533256,-0.07766937464475632,0.07401930373961282,0.8745642732828856,0.08671407370455063,-0.03125,4.5115219876624,0.014257478702347726,0.0312624236359456,0.8338820971548557,0.10099090771533889,0.0,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,0,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.0375,0.19018176120872093,0.6875,0.46399598659267816,0.029166666666666667,0.16844906347848307,0.35325081199407576,0.7781502632102475,0.036343886082371074,0.1268652955625782,0.848015717168649,0.12971192222521824,7.275,11.278381041373141,0.052813698142563224,0.15486962854089595,0.6414103774198642,0.22611883466032814,0.06666666666666667,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,0,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.07142857142857142,0.25987009741882106,0.6428571428571429,0.4834937784152281,0.017857142857142856,0.13363062095621217,0.13903263211250305,0.47636434916895676,0.027499011052506312,0.10836069694498733,0.8669241586966174,0.12150442416226173,5.035714285714286,6.415788155974108,0.0719152998478551,0.1420403151095932,0.6466299021350486,0.2808549730128151,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,test,0,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.25,0.43994134506405985,0.46875,0.5070073486774163,0.09375,0.29614458108029906,0.4594852924346924,1.0307302868494812,0.1106796832755208,0.18114826289859426,0.7950150314718485,0.16790629902650808,21.125,11.278726764105727,0.06822718656621873,0.10395616384927629,0.7517907163128257,0.11143523408943166,0.25,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,1,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.04583333333333333,0.20934167946519452,0.6875,0.46399598659267804,0.0375,0.19018176120872088,0.39944309269388517,0.8597091854281268,0.04275777755926053,0.12963247173456152,0.8553495691468318,0.12666172429079148,6.7875,10.985312361634163,0.04722267171164276,0.14458068187710674,0.6423800655485441,0.22496100102925773,0.08333333333333333,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,1,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.14285714285714285,0.35309393180189985,0.6428571428571429,0.4834937784152281,0.07142857142857142,0.259870097418821,0.23246691695281438,0.5965281439476562,0.048759642988443375,0.11826077164740534,0.8683978585260255,0.11872439632109005,4.803571428571429,6.9763747888717385,0.03484844383949946,0.07173755840931854,0.6728126446583441,0.2739868843320753,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,2,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.04583333333333333,0.20934167946519466,0.68125,0.466478053642689,0.041666666666666664,0.20003479168505053,0.43950715189178785,0.9201028204483108,0.047453826976319155,0.1336495440448131,0.8492393464470903,0.12822841106655145,7.575,10.282167306039842,0.061991381747066046,0.1840745792594746,0.6357055429524432,0.22925462405852717,0.08333333333333333,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,2,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.10714285714285714,0.3120938919661796,0.6428571428571429,0.4834937784152282,0.03571428571428571,0.1872563351797078,0.14543267445904867,0.32382027325091384,0.03722925430962017,0.10875384119656618,0.8854791958417211,0.11649768734406646,3.482142857142857,6.511503307583842,0.04431778856919014,0.07936330449675671,0.6416656792696033,0.2702623728464195,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,3,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.07083333333333333,0.25681389192757237,0.7125,0.4530688675548017,0.052083333333333336,0.2224269093276285,0.4254435770213604,0.9320933611209412,0.05296091021349033,0.1393638512830228,0.861687975252668,0.12682167843643302,5.825,10.335024666845294,0.06246977314440301,0.1810901290353473,0.6331917593973534,0.22775171394618615,0.1,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,3,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.10714285714285714,0.3120938919661796,0.625,0.4885042104591973,0.03571428571428571,0.1872563351797078,0.13974558668477194,0.3244787729500941,0.03754337504506111,0.10793696134713691,0.8758128131074565,0.12894127227999216,3.8392857142857144,6.535989278154903,0.04423253007865112,0.07938143941668298,0.6526201880936112,0.2659110076559628,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,4,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.07291666666666667,0.26027092303038185,0.73125,0.44377214432088513,0.05625,0.23064423706621856,0.4404397447903951,0.9324006291721789,0.05567822083830833,0.1390502228819819,0.8710189171756307,0.11736027781195299,5.13125,10.32425557275313,0.05095034971406373,0.16124544693431742,0.6356652709345023,0.2231137204395011,0.11666666666666667,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,4,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.14285714285714285,0.35309393180189985,0.625,0.4885042104591973,0.07142857142857142,0.259870097418821,0.23649131613118307,0.5877102049725104,0.05270004432116236,0.11687288497978725,0.8723212480545044,0.1304711575528284,3.607142857142857,6.621393897273983,0.044226757886852805,0.07938690735463305,0.6505554331732648,0.2640429293823929,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,5,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.0625,0.24231400115671445,0.7354166666666667,0.4415712991666672,0.05625,0.2306442370662186,0.4237175568938255,0.9157879440388703,0.048020923510193825,0.1339301953156672,0.8860973152021567,0.10022814039110269,5.483333333333333,9.622506093592502,0.03861241025297204,0.12594108674808355,0.6338222229698052,0.22605722304631756,0.15,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,5,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.10714285714285714,0.31209389196617965,0.6071428571428571,0.49280538030458104,0.07142857142857142,0.259870097418821,0.18265522164957865,0.38983920830990515,0.024139900292669023,0.0697873661563564,0.8856346266610282,0.11391092418405462,4.267857142857143,7.576257342822729,0.05753059531811492,0.1096027584081102,0.6571109393345458,0.27794065948919117,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,6,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.04375,0.20475174641940272,0.73125,0.44377214432088524,0.035416666666666666,0.18502336740459072,0.35780619556705157,0.8075387499688262,0.04202358219772577,0.13096111333716215,0.8869242532799642,0.09688881750254759,5.2625,10.30119730763237,0.037071837845239014,0.1244179148460182,0.6284141115223368,0.22488383361428288,0.06666666666666667,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,6,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.16071428571428573,0.37059096364814714,0.5892857142857143,0.4964157243969729,0.07142857142857142,0.259870097418821,0.18389109415667398,0.3897177912087526,0.05389550434691565,0.08798874965966193,0.9112596565059253,0.09111744939251547,2.4464285714285716,5.208104323969581,0.07915533503234785,0.13822437972427307,0.6477899314569575,0.2802995129146456,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,7,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.05416666666666667,0.22658242734455386,0.7416666666666667,0.4381748696845857,0.04375,0.2047517464194027,0.4146035209298134,0.908118206137048,0.05090942519406478,0.15036812914761843,0.8874924077962836,0.10316246522082996,4.6125,10.157005973952469,0.03064860735515443,0.09957793910482307,0.6211106438577796,0.2333142369722289,0.11666666666666667,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,7,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.14285714285714285,0.35309393180189985,0.6428571428571429,0.4834937784152282,0.05357142857142857,0.227207782928703,0.1911080607346126,0.37079333646142304,0.052559812154088704,0.08749825992974411,0.9049023240804672,0.09492759636645307,2.5,5.5169161346139415,0.0743734123908715,0.15294936256350827,0.6532562736954007,0.2776799266630958,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,train,8,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.06458333333333334,0.24604562210265055,0.75,0.4334644627891008,0.04583333333333333,0.2093416794651946,0.405962148308754,0.9075201707436806,0.05471007420370976,0.15084855393399432,0.880748855881393,0.11195595767169401,4.752083333333333,10.09283607903656,0.03405298552388558,0.12334903613350741,0.6231986084332068,0.22855161086450007,0.1,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
2022-05-25_150313,dummy-K5yeafeqjw3aguQjr6zKxB,rotten_tomatoes,valid,8,420,sample,diverse_beam_search,reward_fn_contradiction_and_letter_diff,3.5,0,0,12,0.7,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,textattack/distilbert-base-uncased-rotten-tomatoes,32,True,16,16,8e-05,2,0.14285714285714285,0.35309393180189985,0.625,0.48850421045919723,0.05357142857142857,0.227207782928703,0.2066801871572222,0.4021951627106195,0.052146529512745995,0.0903070687943114,0.9052110005702291,0.10222220975484533,3.017857142857143,5.244880001846204,0.07443477869466213,0.15292301698623845,0.6534253880381584,0.275724744693563,0.14285714285714285,3,48,True,1.3,0.98,1.0,,8,48,False,8,,,,1000.0,4
